"city","state","msa_fips","fips","year","total","tourism","growth","percent_tourism","percent_growth","fips_st","fips_place","latitude","longitude"
"Danville","VA","19340",19340,2005,14739,1084,517,7.35,3.51,51,21344,36.583187,-79.4083
"Danville","VA","19340",19340,2002,12334,1047,560,8.49,4.54,51,21344,36.583187,-79.4083
"Danville","VA","19340",19340,2003,12893,1012,1590,7.85,12.33,51,21344,36.583187,-79.4083
"Danville","VA","19340",19340,2001,11670,1036,1423,8.88,12.19,51,21344,36.583187,-79.4083
"Danville","VA","19340",19340,2004,14042,1090,1653,7.76,11.77,51,21344,36.583187,-79.4083
"Davenport","IA","19380",19380,2002,29540,1496,3578,5.06,12.11,19,19000,41.55675,-90.604224
"Davenport","IA","19380",19380,2006,33547,1704,3865,5.08,11.52,19,19000,41.55675,-90.604224
"Davenport","IA","19380",19380,2005,32399,1659,3773,5.12,11.65,19,19000,41.55675,-90.604224
"Davenport","IA","19380",19380,2004,31235,1675,3651,5.36,11.69,19,19000,41.55675,-90.604224
"Davenport","IA","19380",19380,2003,30125,1576,3556,5.23,11.8,19,19000,41.55675,-90.604224
"Davenport","IA","19380",19380,2001,28550,1430,3575,5.01,12.52,19,19000,41.55675,-90.604224
"Dayton","OH","19460",19460,2002,3595,0,363,0,10.1,39,21000,39.779067,-84.197357
"Dayton","OH","19460",19460,2003,3868,96,342,2.48,8.84,39,21000,39.779067,-84.197357
"Dayton","OH","19460",19460,2005,4616,105,368,2.27,7.97,39,21000,39.779067,-84.197357
"Dayton","OH","19460",19460,2004,4408,103,341,2.34,7.74,39,21000,39.779067,-84.197357
"Dayton","OH","19460",19460,2006,4826,109,391,2.26,8.1,39,21000,39.779067,-84.197357
"Dayton","OH","19460",19460,2001,3597,0,412,0,11.45,39,21000,39.779067,-84.197357
"Decatur","AL","19500",19500,2001,4106,178,478,4.34,11.64,1,20104,34.571833,-86.988166
"Decatur","AL","19500",19500,2002,3987,196,449,4.92,11.26,1,20104,34.571833,-86.988166
"Decatur","AL","19500",19500,2004,4504,216,526,4.8,11.68,1,20104,34.571833,-86.988166
"Decatur","AL","19500",19500,2006,4680,228,576,4.87,12.31,1,20104,34.571833,-86.988166
"Decatur","AL","19500",19500,2005,4693,218,590,4.65,12.57,1,20104,34.571833,-86.988166
"Decatur","AL","19500",19500,2003,4200,202,492,4.81,11.71,1,20104,34.571833,-86.988166
"Decatur","IL","19660",19660,2004,10234,1381,2382,13.49,23.28,17,18823,39.85225,-88.933848
"Decatur","IL","19660",19660,2006,11919,1372,3067,11.51,25.73,17,18823,39.85225,-88.933848
"Decatur","IL","19660",19660,2002,9305,1213,2596,13.04,27.9,17,18823,39.85225,-88.933848
"Decatur","IL","19660",19660,2001,9107,1166,2795,12.8,30.69,17,18823,39.85225,-88.933848
"Decatur","IL","19660",19660,2005,11181,1466,2772,13.11,24.79,17,18823,39.85225,-88.933848
"Decatur","IL","19660",19660,2003,9545,1296,2297,13.58,24.06,17,18823,39.85225,-88.933848
"Deltona","FL","19740",19740,2003,116193,8524,17722,7.34,15.25,12,17200,28.909894,-81.208779
"Deltona","FL","19740",19740,2001,109152,3947,6329,3.62,5.8,12,17200,28.909894,-81.208779
"Deltona","FL","19740",19740,2005,131509,9202,7055,7,5.36,12,17200,28.909894,-81.208779
"Deltona","FL","19740",19740,2006,139600,9970,26542,7.14,19.01,12,17200,28.909894,-81.208779
"Deltona","FL","19740",19740,2002,113380,4221,23421,3.72,20.66,12,17200,28.909894,-81.208779
"Deltona","FL","19740",19740,2004,121916,8928,18224,7.32,14.95,12,17200,28.909894,-81.208779
"Denver","CO","19780",19780,2005,30298,1760,5399,5.81,17.82,8,20000,39.768035,-104.872655
"Denver","CO","19780",19780,2006,32447,1894,4343,5.84,13.38,8,20000,39.768035,-104.872655
"Denver","CO","19780",19780,2001,22912,1295,4515,5.65,19.71,8,20000,39.768035,-104.872655
"Denver","CO","19780",19780,2002,24738,1406,4750,5.68,19.2,8,20000,39.768035,-104.872655
"Denver","CO","19780",19780,2003,26468,1490,4853,5.63,18.34,8,20000,39.768035,-104.872655
"Denver","CO","19780",19780,2004,28174,1636,5038,5.81,17.88,8,20000,39.768035,-104.872655
"Des Moines","IA","19820",19820,2002,189323,11566,32867,6.11,17.36,19,21000,41.576738,-93.617405
"Des Moines","IA","19820",19820,2003,193589,11923,32132,6.16,16.6,19,21000,41.576738,-93.617405
"Des Moines","IA","19820",19820,2006,199288,13180,33355,6.61,16.74,19,21000,41.576738,-93.617405
"Des Moines","IA","19820",19820,2005,199735,12745,33935,6.38,16.99,19,21000,41.576738,-93.617405
"Des Moines","IA","19820",19820,2001,183222,10817,32910,5.9,17.96,19,21000,41.576738,-93.617405
"Des Moines","IA","19820",19820,2004,194365,12427,33943,6.39,17.46,19,21000,41.576738,-93.617405
"Detroit","MI","20020",20020,2006,4352,133,578,3.06,13.28,26,22000,42.3831,-83.102198
"Detroit","MI","20020",20020,2004,3928,118,524,3,13.34,26,22000,42.3831,-83.102198
"Detroit","MI","20020",20020,2002,3403,100,433,2.94,12.72,26,22000,42.3831,-83.102198
"Detroit","MI","20020",20020,2001,3208,102,296,3.18,9.23,26,22000,42.3831,-83.102198
"Detroit","MI","20020",20020,2003,3639,112,488,3.08,13.41,26,22000,42.3831,-83.102198
"Detroit","MI","20020",20020,2005,4201,126,591,3,14.07,26,22000,42.3831,-83.102198
"Dothan","AL","20100",20100,2004,5047,0,384,0,7.61,1,21184,31.23595,-85.405299
"Dothan","AL","20100",20100,2005,5344,404,464,7.56,8.68,1,21184,31.23595,-85.405299
"Dothan","AL","20100",20100,2003,4652,395,353,8.49,7.59,1,21184,31.23595,-85.405299
"Dothan","AL","20100",20100,2001,4016,0,168,0,4.18,1,21184,31.23595,-85.405299
"Dothan","AL","20100",20100,2002,4419,171,343,3.87,7.76,1,21184,31.23595,-85.405299
"Dothan","AL","20100",20100,2006,5571,212,740,3.81,13.28,1,21184,31.23595,-85.405299
"Dover","DE","20220",20220,2003,3240,399,366,12.31,11.3,10,21200,39.158691,-75.517441
"Dover","DE","20220",20220,2002,3115,367,341,11.78,10.95,10,21200,39.158691,-75.517441
"Dover","DE","20220",20220,2004,3613,413,366,11.43,10.13,10,21200,39.158691,-75.517441
"Dover","DE","20220",20220,2005,3787,394,396,10.4,10.46,10,21200,39.158691,-75.517441
"Dover","DE","20220",20220,2006,4000,428,405,10.7,10.12,10,21200,39.158691,-75.517441
"Dover","DE","20220",20220,2001,2918,316,325,10.83,11.14,10,21200,39.158691,-75.517441
"Dubuque","IA","20260",20260,2002,7597,560,743,7.37,9.78,19,22395,42.5045,-90.690008
"Dubuque","IA","20260",20260,2003,7837,573,780,7.31,9.95,19,22395,42.5045,-90.690008
"Dubuque","IA","20260",20260,2005,8809,608,847,6.9,9.62,19,22395,42.5045,-90.690008
"Dubuque","IA","20260",20260,2006,9320,652,869,7,9.32,19,22395,42.5045,-90.690008
"Dubuque","IA","20260",20260,2004,8428,606,820,7.19,9.73,19,22395,42.5045,-90.690008
"Dubuque","IA","20260",20260,2001,7077,556,641,7.86,9.06,19,22395,42.5045,-90.690008
"Duluth","MN","20500",20500,2001,20762,980,2392,4.72,11.52,27,17000,46.781017,-92.117979
"Duluth","MN","20500",20500,2002,22312,1089,2318,4.88,10.39,27,17000,46.781017,-92.117979
"Duluth","MN","20500",20500,2004,23839,1241,2461,5.21,10.32,27,17000,46.781017,-92.117979
"Duluth","MN","20500",20500,2005,25584,1290,2619,5.04,10.24,27,17000,46.781017,-92.117979
"Duluth","MN","20500",20500,2006,27874,1354,2688,4.86,9.64,27,17000,46.781017,-92.117979
"Duluth","MN","20500",20500,2003,23505,1170,2275,4.98,9.68,27,17000,46.781017,-92.117979
"Durham","NC","20740",20740,2003,4625,274,759,5.92,16.41,37,19000,35.980433,-78.914969
"Durham","NC","20740",20740,2006,5509,309,870,5.61,15.79,37,19000,35.980433,-78.914969
"Durham","NC","20740",20740,2004,4874,288,809,5.91,16.6,37,19000,35.980433,-78.914969
"Durham","NC","20740",20740,2001,4147,250,602,6.03,14.52,37,19000,35.980433,-78.914969
"Durham","NC","20740",20740,2005,5289,292,851,5.52,16.09,37,19000,35.980433,-78.914969
"Durham","NC","20740",20740,2002,4437,266,720,6,16.23,37,19000,35.980433,-78.914969
"Eau Claire","WI","20940",20940,2002,3052,136,251,4.46,8.22,55,22300,44.82115,-91.492274
"Eau Claire","WI","20940",20940,2006,3662,178,328,4.86,8.96,55,22300,44.82115,-91.492274
"Eau Claire","WI","20940",20940,2003,3183,130,247,4.08,7.76,55,22300,44.82115,-91.492274
"Eau Claire","WI","20940",20940,2001,2682,128,255,4.77,9.51,55,22300,44.82115,-91.492274
"Eau Claire","WI","20940",20940,2004,3245,146,280,4.5,8.63,55,22300,44.82115,-91.492274
"Eau Claire","WI","20940",20940,2005,3472,156,324,4.49,9.33,55,22300,44.82115,-91.492274
"El Centro","CA","21060",21060,2004,3786,168,326,4.44,8.61,6,21782,32.787145,-115.559374
"El Centro","CA","21060",21060,2006,4193,195,326,4.65,7.77,6,21782,32.787145,-115.559374
"El Centro","CA","21060",21060,2003,3534,162,315,4.58,8.91,6,21782,32.787145,-115.559374
"El Centro","CA","21060",21060,2005,3892,186,305,4.78,7.84,6,21782,32.787145,-115.559374
"El Centro","CA","21060",21060,2002,3302,150,309,4.54,9.36,6,21782,32.787145,-115.559374
"El Centro","CA","21060",21060,2001,3160,135,348,4.27,11.01,6,21782,32.787145,-115.559374
"El Paso","TX","21500",21500,2006,8770,512,864,5.84,9.85,48,24000,31.84925,-106.437549
"El Paso","TX","21500",21500,2001,7298,404,822,5.54,11.26,48,24000,31.84925,-106.437549
"El Paso","TX","21500",21500,2003,7398,444,799,6,10.8,48,24000,31.84925,-106.437549
"El Paso","TX","21500",21500,2004,7909,480,901,6.07,11.39,48,24000,31.84925,-106.437549
"El Paso","TX","21500",21500,2005,8259,502,838,6.08,10.15,48,24000,31.84925,-106.437549
"El Paso","TX","21500",21500,2002,7345,424,815,5.77,11.1,48,24000,31.84925,-106.437549
"Elizabethtown","KY","21140",21140,2004,9109,310,820,3.4,9,21,24274,37.703087,-85.871655
"Elizabethtown","KY","21140",21140,2006,9541,328,839,3.44,8.79,21,24274,37.703087,-85.871655
"Elizabethtown","KY","21140",21140,2002,7993,280,732,3.5,9.16,21,24274,37.703087,-85.871655
"Elizabethtown","KY","21140",21140,2001,7300,268,850,3.67,11.64,21,24274,37.703087,-85.871655
"Elizabethtown","KY","21140",21140,2003,8786,290,741,3.3,8.43,21,24274,37.703087,-85.871655
"Elizabethtown","KY","21140",21140,2005,9336,314,835,3.36,8.94,21,24274,37.703087,-85.871655
"Elkhart","IN","21300",21300,2006,2547,156,241,6.12,9.46,18,20728,41.6868,-85.96879
"Elkhart","IN","21300",21300,2001,2099,132,238,6.29,11.34,18,20728,41.6868,-85.96879
"Elkhart","IN","21300",21300,2003,2157,143,221,6.63,10.25,18,20728,41.6868,-85.96879
"Elkhart","IN","21300",21300,2005,2436,147,236,6.03,9.69,18,20728,41.6868,-85.96879
"Elkhart","IN","21300",21300,2002,2107,144,209,6.83,9.92,18,20728,41.6868,-85.96879
"Elkhart","IN","21300",21300,2004,2259,146,221,6.46,9.78,18,20728,41.6868,-85.96879
"Elmira","NY","21340",21340,2001,17634,1001,4710,5.68,26.71,36,24229,42.09325,-76.810117
"Elmira","NY","21340",21340,2004,19840,1154,4255,5.82,21.45,36,24229,42.09325,-76.810117
"Elmira","NY","21340",21340,2005,22646,1162,6556,5.13,28.95,36,24229,42.09325,-76.810117
"Elmira","NY","21340",21340,2002,17940,1052,4132,5.86,23.03,36,24229,42.09325,-76.810117
"Elmira","NY","21340",21340,2003,18819,1099,4497,5.84,23.9,36,24229,42.09325,-76.810117
"Elmira","NY","21340",21340,2006,23563,1232,6124,5.23,25.99,36,24229,42.09325,-76.810117
"Erie","PA","21660",21660,2002,8610,574,1580,6.67,18.35,42,24000,42.12585,-80.086596
"Erie","PA","21660",21660,2003,9017,603,1628,6.69,18.05,42,24000,42.12585,-80.086596
"Erie","PA","21660",21660,2004,9790,628,1823,6.41,18.62,42,24000,42.12585,-80.086596
"Erie","PA","21660",21660,2001,7978,552,1412,6.92,17.7,42,24000,42.12585,-80.086596
"Erie","PA","21660",21660,2005,10153,660,1857,6.5,18.29,42,24000,42.12585,-80.086596
"Erie","PA","21660",21660,2006,10796,713,1947,6.6,18.03,42,24000,42.12585,-80.086596
"Eugene","OR","21780",21780,2002,12959,370,1732,2.86,13.37,41,23850,44.053,-123.112172
"Eugene","OR","21780",21780,2004,14346,410,1729,2.86,12.05,41,23850,44.053,-123.112172
"Eugene","OR","21780",21780,2001,12003,342,1613,2.85,13.44,41,23850,44.053,-123.112172
"Eugene","OR","21780",21780,2005,14460,428,1757,2.96,12.15,41,23850,44.053,-123.112172
"Eugene","OR","21780",21780,2006,15054,457,1783,3.04,11.84,41,23850,44.053,-123.112172
"Eugene","OR","21780",21780,2003,13587,386,1703,2.84,12.53,41,23850,44.053,-123.112172
"Evansville","IN","21820",21820,2004,3725,270,473,7.25,12.7,18,22000,37.98415,-87.543299
"Evansville","IN","21820",21820,2001,2917,218,162,7.47,5.55,18,22000,37.98415,-87.543299
"Evansville","IN","21820",21820,2006,4612,301,585,6.53,12.68,18,22000,37.98415,-87.543299
"Evansville","IN","21820",21820,2005,4065,279,575,6.86,14.15,18,22000,37.98415,-87.543299
"Evansville","IN","21820",21820,2003,3453,247,432,7.15,12.51,18,22000,37.98415,-87.543299
"Evansville","IN","21820",21820,2002,3326,239,384,7.19,11.55,18,22000,37.98415,-87.543299
"Fairbanks","AK","22020",22020,2004,7859,578,1612,7.35,20.51,2,24230,64.837088,-147.649045
"Fairbanks","AK","22020",22020,2002,7000,518,1499,7.4,21.41,2,24230,64.837088,-147.649045
"Fairbanks","AK","22020",22020,2005,8223,612,1636,7.44,19.9,2,24230,64.837088,-147.649045
"Fairbanks","AK","22020",22020,2006,8764,647,1678,7.38,19.15,2,24230,64.837088,-147.649045
"Fairbanks","AK","22020",22020,2001,6426,502,1349,7.81,20.99,2,24230,64.837088,-147.649045
"Fairbanks","AK","22020",22020,2003,7390,545,1536,7.37,20.78,2,24230,64.837088,-147.649045
"Fargo","ND","22140",22140,2004,5046,241,353,4.78,7,38,25700,46.876633,-96.817112
"Fargo","ND","22140",22140,2003,4311,228,315,5.29,7.31,38,25700,46.876633,-96.817112
"Fargo","ND","22140",22140,2001,3753,194,329,5.17,8.77,38,25700,46.876633,-96.817112
"Fargo","ND","22140",22140,2005,6037,248,424,4.11,7.02,38,25700,46.876633,-96.817112
"Fargo","ND","22140",22140,2002,3645,230,301,6.31,8.26,38,25700,46.876633,-96.817112
"Fargo","ND","22140",22140,2006,6538,270,481,4.13,7.36,38,25700,46.876633,-96.817112
"Farmington","NM","22180",22180,2002,10173,245,872,2.41,8.57,35,25800,36.754663,-108.18556
"Farmington","NM","22180",22180,2005,12659,559,962,4.42,7.6,35,25800,36.754663,-108.18556
"Farmington","NM","22180",22180,2001,9613,219,967,2.28,10.06,35,25800,36.754663,-108.18556
"Farmington","NM","22180",22180,2003,10845,0,930,0,8.58,35,25800,36.754663,-108.18556
"Farmington","NM","22180",22180,2004,11490,540,911,4.7,7.93,35,25800,36.754663,-108.18556
"Farmington","NM","22180",22180,2006,13505,0,1023,0,7.57,35,25800,36.754663,-108.18556
"Fayetteville","AR","22380",22380,2005,3685,786,592,21.33,16.07,5,23290,36.0718,-94.155684
"Fayetteville","AR","22380",22380,2001,2728,610,354,22.36,12.98,5,23290,36.0718,-94.155684
"Fayetteville","AR","22380",22380,2006,4027,887,682,22.03,16.94,5,23290,36.0718,-94.155684
"Fayetteville","AR","22380",22380,2002,2956,622,432,21.04,14.61,5,23290,36.0718,-94.155684
"Fayetteville","AR","22380",22380,2004,3334,737,480,22.11,14.4,5,23290,36.0718,-94.155684
"Fayetteville","AR","22380",22380,2003,3145,634,476,20.16,15.14,5,23290,36.0718,-94.155684
"Fayetteville","NC","22220",22220,2005,15172,439,2351,2.89,15.5,37,22920,35.07165,-78.89924
"Fayetteville","NC","22220",22220,2001,10594,298,502,2.81,4.74,37,22920,35.07165,-78.89924
"Fayetteville","NC","22220",22220,2002,11528,326,1580,2.83,13.71,37,22920,35.07165,-78.89924
"Fayetteville","NC","22220",22220,2006,16038,483,2546,3.01,15.87,37,22920,35.07165,-78.89924
"Fayetteville","NC","22220",22220,2004,14217,393,2146,2.76,15.09,37,22920,35.07165,-78.89924
"Fayetteville","NC","22220",22220,2003,12493,353,1884,2.83,15.08,37,22920,35.07165,-78.89924
"Flagstaff","AZ","22420",22420,2003,12425,664,1601,5.34,12.89,4,23620,35.189005,-111.619768
"Flagstaff","AZ","22420",22420,2006,12092,754,1713,6.24,14.17,4,23620,35.189005,-111.619768
"Flagstaff","AZ","22420",22420,2005,11983,717,1751,5.98,14.61,4,23620,35.189005,-111.619768
"Flagstaff","AZ","22420",22420,2004,12163,682,1743,5.61,14.33,4,23620,35.189005,-111.619768
"Flagstaff","AZ","22420",22420,2001,11349,616,1482,5.43,13.06,4,23620,35.189005,-111.619768
"Flagstaff","AZ","22420",22420,2002,12089,651,1529,5.39,12.65,4,23620,35.189005,-111.619768
"Flint","MI","22500",22500,2006,6535,373,462,5.71,7.07,26,29000,43.02285,-83.692799
"Flint","MI","22500",22500,2002,5603,313,436,5.59,7.78,26,29000,43.02285,-83.692799
"Flint","MI","22500",22500,2005,6236,350,434,5.61,6.96,26,29000,43.02285,-83.692799
"Flint","MI","22500",22500,2003,5839,332,452,5.69,7.74,26,29000,43.02285,-83.692799
"Flint","MI","22500",22500,2004,6011,348,468,5.79,7.79,26,29000,43.02285,-83.692799
"Flint","MI","22500",22500,2001,5456,293,449,5.37,8.23,26,29000,43.02285,-83.692799
"Florence","AL","22540",22540,2006,3434,180,434,5.24,12.64,1,26896,34.82785,-87.665057
"Florence","AL","22540",22540,2001,2937,146,452,4.97,15.39,1,26896,34.82785,-87.665057
"Florence","AL","22540",22540,2002,2961,154,382,5.2,12.9,1,26896,34.82785,-87.665057
"Florence","AL","22540",22540,2003,3075,159,389,5.17,12.65,1,26896,34.82785,-87.665057
"Florence","AL","22540",22540,2005,3315,173,439,5.22,13.24,1,26896,34.82785,-87.665057
"Florence","AL","22540",22540,2004,3215,170,414,5.29,12.88,1,26896,34.82785,-87.665057
"Florence","SC","22520",22520,2003,2945,198,357,6.72,12.12,45,25810,34.181,-79.780399
"Florence","SC","22520",22520,2004,3184,196,377,6.16,11.84,45,25810,34.181,-79.780399
"Florence","SC","22520",22520,2005,3421,222,422,6.49,12.34,45,25810,34.181,-79.780399
"Florence","SC","22520",22520,2006,3599,246,423,6.84,11.75,45,25810,34.181,-79.780399
"Florence","SC","22520",22520,2001,2690,176,261,6.54,9.7,45,25810,34.181,-79.780399
"Florence","SC","22520",22520,2002,2779,185,328,6.66,11.8,45,25810,34.181,-79.780399
"Fond du Lac","WI","22660",22660,2004,9034,738,2078,8.17,23,55,26275,43.7733,-88.445511
"Fond du Lac","WI","22660",22660,2001,7820,628,1873,8.03,23.95,55,26275,43.7733,-88.445511
"Fond du Lac","WI","22660",22660,2003,8573,697,1999,8.13,23.32,55,26275,43.7733,-88.445511
"Fond du Lac","WI","22660",22660,2002,8394,668,1989,7.96,23.7,55,26275,43.7733,-88.445511
"Fond du Lac","WI","22660",22660,2006,10105,819,2184,8.1,21.61,55,26275,43.7733,-88.445511
"Fond du Lac","WI","22660",22660,2005,9556,768,2121,8.04,22.2,55,26275,43.7733,-88.445511
"Fort Collins","CO","22900",22900,2001,6989,159,824,2.28,11.79,8,27425,40.55555,-105.068481
"Fort Collins","CO","22900",22900,2004,8302,184,883,2.22,10.64,8,27425,40.55555,-105.068481
"Fort Collins","CO","22900",22900,2002,7322,168,838,2.29,11.44,8,27425,40.55555,-105.068481
"Fort Collins","CO","22900",22900,2003,7780,171,896,2.2,11.52,8,27425,40.55555,-105.068481
"Fort Collins","CO","22900",22900,2006,9455,206,1086,2.18,11.49,8,27425,40.55555,-105.068481
"Fort Collins","CO","22900",22900,2005,9010,193,1030,2.14,11.43,8,27425,40.55555,-105.068481
"Fort Smith","AR","23020",23020,2004,8153,670,2479,8.22,30.41,5,24550,35.36785,-94.384737
"Fort Smith","AR","23020",23020,2001,5517,428,1402,7.76,25.41,5,24550,35.36785,-94.384737
"Fort Smith","AR","23020",23020,2002,6568,504,1888,7.67,28.75,5,24550,35.36785,-94.384737
"Fort Smith","AR","23020",23020,2003,7424,562,2253,7.57,30.35,5,24550,35.36785,-94.384737
"Fort Smith","AR","23020",23020,2006,9357,782,2890,8.36,30.89,5,24550,35.36785,-94.384737
"Fort Smith","AR","23020",23020,2005,9039,712,2950,7.88,32.64,5,24550,35.36785,-94.384737
"Fort Walton Beach","FL","23060",23060,2003,14578,824,1835,5.65,12.59,12,24475,30.422433,-86.618487
"Fort Walton Beach","FL","23060",23060,2002,14224,794,1776,5.58,12.49,12,24475,30.422433,-86.618487
"Fort Walton Beach","FL","23060",23060,2004,14915,872,1806,5.85,12.11,12,24475,30.422433,-86.618487
"Fort Walton Beach","FL","23060",23060,2001,13738,753,1757,5.48,12.79,12,24475,30.422433,-86.618487
"Fort Walton Beach","FL","23060",23060,2005,15404,886,1889,5.75,12.26,12,24475,30.422433,-86.618487
"Fort Walton Beach","FL","23060",23060,2006,16015,909,1921,5.68,12,12,24475,30.422433,-86.618487
"Fort Wayne","IN","23420",23420,2005,25201,1384,4245,5.49,16.84,18,25000,41.07375,-85.139024
"Fort Wayne","IN","23420",23420,2006,26632,1572,4385,5.9,16.47,18,25000,41.07375,-85.139024
"Fort Wayne","IN","23420",23420,2003,22113,1184,3492,5.35,15.79,18,25000,41.07375,-85.139024
"Fort Wayne","IN","23420",23420,2001,19026,1131,2771,5.94,14.56,18,25000,41.07375,-85.139024
"Fort Wayne","IN","23420",23420,2002,20675,1253,3115,6.06,15.07,18,25000,41.07375,-85.139024
"Fort Wayne","IN","23420",23420,2004,23733,1284,3889,5.41,16.39,18,25000,41.07375,-85.139024
"Fresno","CA","23460",23460,2004,2250,176,293,7.82,13.02,6,27000,36.7806,-119.792874
"Fresno","CA","23460",23460,2001,1917,161,229,8.4,11.95,6,27000,36.7806,-119.792874
"Fresno","CA","23460",23460,2003,2095,168,274,8.02,13.08,6,27000,36.7806,-119.792874
"Fresno","CA","23460",23460,2005,2356,169,329,7.17,13.96,6,27000,36.7806,-119.792874
"Fresno","CA","23460",23460,2006,2436,180,343,7.39,14.08,6,27000,36.7806,-119.792874
"Fresno","CA","23460",23460,2002,2011,168,254,8.35,12.63,6,27000,36.7806,-119.792874
"Gadsden","AL","23540",23540,2006,8903,724,1313,8.13,14.75,1,28696,34.01,-86.014405
"Gadsden","AL","23540",23540,2003,6835,295,972,4.32,14.22,1,28696,34.01,-86.014405
"Gadsden","AL","23540",23540,2005,8324,350,1229,4.2,14.76,1,28696,34.01,-86.014405
"Gadsden","AL","23540",23540,2001,6292,280,833,4.45,13.24,1,28696,34.01,-86.014405
"Gadsden","AL","23540",23540,2002,6474,266,829,4.11,12.81,1,28696,34.01,-86.014405
"Gadsden","AL","23540",23540,2004,7695,306,1028,3.98,13.36,1,28696,34.01,-86.014405
"Gainesville","FL","23580",23580,2002,4993,310,872,6.21,17.46,12,25175,29.67415,-82.336277
"Gainesville","FL","23580",23580,2006,5660,286,971,5.05,17.16,12,25175,29.67415,-82.336277
"Gainesville","FL","23580",23580,2004,5339,346,871,6.48,16.31,12,25175,29.67415,-82.336277
"Gainesville","FL","23580",23580,2001,4944,292,975,5.91,19.72,12,25175,29.67415,-82.336277
"Gainesville","FL","23580",23580,2005,5610,303,937,5.4,16.7,12,25175,29.67415,-82.336277
"Gainesville","FL","23580",23580,2003,5060,314,825,6.21,16.3,12,25175,29.67415,-82.336277
"Gainesville","GA","24020",24020,2005,3291,508,311,15.44,9.45,13,31908,34.294073,-83.834977
"Gainesville","GA","24020",24020,2006,3438,530,341,15.42,9.92,13,31908,34.294073,-83.834977
"Gainesville","GA","24020",24020,2004,3131,496,291,15.84,9.29,13,31908,34.294073,-83.834977
"Gainesville","GA","24020",24020,2001,2617,460,224,17.58,8.56,13,31908,34.294073,-83.834977
"Gainesville","GA","24020",24020,2003,2902,480,273,16.54,9.41,13,31908,34.294073,-83.834977
"Gainesville","GA","24020",24020,2002,2742,520,239,18.96,8.72,13,31908,34.294073,-83.834977
"Glens Falls","NY","24140",24140,2003,2960,128,232,4.32,7.84,36,29333,43.311067,-73.645491
"Glens Falls","NY","24140",24140,2006,3482,136,280,3.91,8.04,36,29333,43.311067,-73.645491
"Glens Falls","NY","24140",24140,2005,3294,132,266,4.01,8.08,36,29333,43.311067,-73.645491
"Glens Falls","NY","24140",24140,2002,2920,120,278,4.11,9.52,36,29333,43.311067,-73.645491
"Glens Falls","NY","24140",24140,2001,2855,108,251,3.78,8.79,36,29333,43.311067,-73.645491
"Glens Falls","NY","24140",24140,2004,3178,136,246,4.28,7.74,36,29333,43.311067,-73.645491
"Goldsboro","NC","24220",24220,2005,3156,216,348,6.84,11.03,37,26880,35.3738,-77.976109
"Goldsboro","NC","24220",24220,2002,2702,188,308,6.96,11.4,37,26880,35.3738,-77.976109
"Goldsboro","NC","24220",24220,2006,3355,232,358,6.92,10.67,37,26880,35.3738,-77.976109
"Goldsboro","NC","24220",24220,2001,2544,176,263,6.92,10.34,37,26880,35.3738,-77.976109
"Goldsboro","NC","24220",24220,2003,2895,199,328,6.87,11.33,37,26880,35.3738,-77.976109
"Goldsboro","NC","24220",24220,2004,3031,208,324,6.86,10.69,37,26880,35.3738,-77.976109
"Grand Forks","ND","24300",24300,2003,3118,269,594,8.63,19.05,38,32060,47.9169,-97.072006
"Grand Forks","ND","24300",24300,2006,4175,343,781,8.22,18.71,38,32060,47.9169,-97.072006
"Grand Forks","ND","24300",24300,2004,3370,296,625,8.78,18.55,38,32060,47.9169,-97.072006
"Grand Forks","ND","24300",24300,2001,2788,230,522,8.25,18.72,38,32060,47.9169,-97.072006
"Grand Forks","ND","24300",24300,2005,3751,312,704,8.32,18.77,38,32060,47.9169,-97.072006
"Grand Forks","ND","24300",24300,2002,2993,260,580,8.69,19.38,38,32060,47.9169,-97.072006
"Grand Junction","CO","24340",24340,2002,28431,1468,4507,5.16,15.85,8,31660,39.0873,-108.552924
"Grand Junction","CO","24340",24340,2003,29080,1528,4603,5.25,15.83,8,31660,39.0873,-108.552924
"Grand Junction","CO","24340",24340,2004,30189,1592,5002,5.27,16.57,8,31660,39.0873,-108.552924
"Grand Junction","CO","24340",24340,2005,31129,1647,5077,5.29,16.31,8,31660,39.0873,-108.552924
"Grand Junction","CO","24340",24340,2006,32165,1709,5009,5.31,15.57,8,31660,39.0873,-108.552924
"Grand Junction","CO","24340",24340,2001,26953,1378,4335,5.11,16.08,8,31660,39.0873,-108.552924
"Grand Rapids","MI","24500",24500,2006,2596,230,299,8.86,11.52,26,34000,42.96125,-85.655727
"Grand Rapids","MI","24500",24500,2003,2156,186,255,8.63,11.83,26,34000,42.96125,-85.655727
"Grand Rapids","MI","24500",24500,2004,2309,204,253,8.83,10.96,26,34000,42.96125,-85.655727
"Grand Rapids","MI","24500",24500,2001,1960,170,287,8.67,14.64,26,34000,42.96125,-85.655727
"Grand Rapids","MI","24500",24500,2002,2023,176,231,8.7,11.42,26,34000,42.96125,-85.655727
"Grand Rapids","MI","24500",24500,2005,2418,212,282,8.77,11.66,26,34000,42.96125,-85.655727
"Great Falls","MT","24540",24540,2003,5173,234,956,4.52,18.48,30,32800,47.5048,-111.290624
"Great Falls","MT","24540",24540,2001,4923,202,893,4.1,18.14,30,32800,47.5048,-111.290624
